	TAG	ID	KEGGID	EC	BIGG	KEGG	GENES	PATHWAY	FLUX
DMN0006_I	d	DMN0006_I	DMN0006	NA	[m] : hemea_I -->	M15670_I -->	NA	Iron metabolism	-0.0
DMN0007_I	d	DMN0007_I	DMN0007	NA	[c] : fe2_I -->	C14818_I -->	NA	Iron metabolism	-0.0
DMN0008_I	d	DMN0008_I	DMN0008	NA	[c] : fe3_I -->	C14819_I -->	NA	Iron metabolism	0.000890730780229
DMN0009_I	d	DMN0009_I	DMN0009	NA	gcynala_I -->	C05711_I -->	NA	Cyanoamino acid metabolism	-0.0
DMN0015_I	d	DMN0015_I	DMN0015	NA	eumelanin_I -->	C17937_I -->	NA	Melanin biosynthesis	0.0
DMN0017_I	d	DMN0017_I	DMN0017	NA	thmpp_I -->	C00068_I -->	NA	Thiamine metabolism	-0.0
DMN0018_I	d	DMN0018_I	DMN0018	NA	[m] : thmpp_I -->	M00068_I -->	NA	Thiamine metabolism	0.0
DMN0020_I	d	DMN0020_I	DMN0020	NA	pepasp3oh_I + h2o_I --> pepX_I + asp-L_I	C03957_I + C00001_I --> CC0152_I + C00049_I	NA	Protein modification by hydroxylation	0.0
DMN0021_I	d	DMN0021_I	DMN0021	NA	pchltn_I -->	C02471_I -->	NA	Metal detoxification	-0.0
DMN0022_I	d	DMN0022_I	DMN0022	NA	fad_I -->	C00016_I -->	NA	Riboflavin metabolism	-0.0
DMN0023_I	d	DMN0023_I	DMN0023	NA	[m]: fad_I -->	M00016_I -->	NA	Riboflavin metabolism	-0.0
DMN0024_I	d	DMN0024_I	DMN0024	NA	[c]: moco_I -->	C18237_I -->	NA	Molybdenum cofactor biosynthesis	0.0
DMN0025_I	d	DMN0025_I	DMN0025	NA	[c]: metsel_I -->	C05703_I -->	NA	Selenocompound metabolism	-0.0
DMN0026_I	d	DMN0026_I	DMN0026	NA	retinal_I -->	C00376_I -->	NA	Retinol metabolism	-0.0
DMN0027_I	d	DMN0027_I	DMN0027	NA	retinal-cis-9_I -->	C16681_I -->	NA	Retinol metabolism	-0.0
DMN0030_I	d	DMN0030_I	DMN0030	NA	fa16p1n7_I -->	CC0077_I -->	NA	Fatty acid metabolism	-0.0
DMN0031_I	d	DMN0031_I	DMN0031	NA	fa17c9_I -->	CC0078_I -->	NA	Fatty acid metabolism	-0.0
DMN0032_I	d	DMN0032_I	DMN0032	NA	fa19c11_I -->	CC0079_I -->	NA	Fatty acid metabolism	-0.0
DMN0033_I	d	DMN0033_I	DMN0033	NA	qh2_I --> q_I	C00390_I --> C00399_I	NA	Miscellaneous	0.0
DMN0034_I	d	DMN0034_I	DMN0034	NA	spmd_I -->	C00315_I -->	NA	Cysteine and methionine metabolism	0.0
DMN0035_I	d	DMN0035_I	DMN0035	NA	sprm_I -->	C00750_I -->	NA	Cysteine and methionine metabolism	-0.0
DMN0038_I	d	DMN0038_I	DMN0038	NA	ascb-L_I -->	C00072_I -->	NA	Miscellaneous	0.0
DMN0039_I	d	DMN0039_I	DMN0039	NA	[m]: q_I -->	M00399_I -->	NA	Ubiquinone and other terpenoid-quinone biosynthesis	-0.0
DMN0040_I	d	DMN0040_I	DMN0040	NA	trypta_I -->	C00398_I -->	NA	Tryptophan metabolism	0.0
DMN0041_I	d	DMN0041_I	DMN0041	NA	kynate_I -->	C01717_I -->	NA	Tryptophan metabolism	0.0
DMN0042_I	d	DMN0042_I	DMN0042	NA	cinnavalininate_I -->	C05640_I -->	NA	Tryptophan metabolism	-0.0
DMN0043_I	d	DMN0043_I	DMN0043	NA	quln_I -->	C03722_I -->	NA	Tryptophan metabolism	-0.0
DMN0044_I	d	DMN0044_I	DMN0044	NA	coa_I -->	C00010_I -->	NA	Pantothenate and CoA biosynthesis	-6.01417457054e-07
DMN0046_I	d	DMN0046_I	DMN0046	NA	7thf_I -->	CC0005_I -->	NA	Folate biosynthesis	0.0
DMN0047_I	d	DMN0047_I	DMN0047	NA	[m] : 7thf_I -->	MC0005_I -->	NA	Folate biosynthesis	-0.0
DMN0048_I	d	DMN0048_I	DMN0048	NA	dhbpt_I -->	C00268_I -->	NA	Miscellaneous	-0.0
DMN0054_I	d	DMN0054_I	DMN0054	NA	pail3p_I -->	C04549_I -->	NA	Inositol phosphate metabolism	-0.0
DMN0055_I	d	DMN0055_I	DMN0055	NA	pail34p_I -->	C11554_I -->	NA	Inositol phosphate metabolism	-0.0
DMN0057_I	d	DMN0057_I	DMN0057	NA	Ntmelys_I -->	CC0153_I -->	NA	Histone modification	0.0
DMN0058_I	d	DMN0058_I	DMN0058	NA	tmao_I + (2) urea_I -->	C01104_I + (2) C00086_I -->	NA	Miscellaneous	-0.0
DMN0059_I	d	DMN0059_I	DMN0059	NA	glutaur_I -->	C05844_I -->	NA	Taurine and hypotaurine metabolism	-0.0
DMN0060_I	d	DMN0060_I	DMN0060	NA	alkenac2gp_I -->	C15647_I -->	NA	Ether lipid metabolism	-0.0
DMN0061_I	d	DMN0061_I	DMN0061	NA	alkenac2g_I -->	C03454_I -->	NA	Ether lipid metabolism	-0.0
DMN0062_I	d	DMN0062_I	DMN0062	NA	alkenglyc_I -->	C15645_I -->	NA	Ether lipid metabolism	0.0
DMN0063_I	d	DMN0063_I	DMN0063	NA	leuktrB4woh_I -->	C04853_I -->	NA	Arachidonic acid metabolism	-0.0
DMN0064_I	d	DMN0064_I	DMN0064	NA	5HETE_I -->	C04805_I -->	NA	Arachidonic acid metabolism	0.0
DMN0065_I	d	DMN0065_I	DMN0065	NA	20HETE_I -->	C14748_I -->	NA	Arachidonic acid metabolism	0.0
DMN0066_I	d	DMN0066_I	DMN0066	NA	prostge2_I -->	C00584_I -->	NA	Arachidonic acid metabolism	-0.0
DMN0067_I	d	DMN0067_I	DMN0067	NA	prostgd2_I -->	C00696_I -->	NA	Arachidonic acid metabolism	-0.0
DMN0068_I	d	DMN0068_I	DMN0068	NA	dhet_I -->	C14774_I -->	NA	Arachidonic acid metabolism	0.0
DMN0072_I	d	DMN0072_I	DMN0072	NA	pepasn3oh_I + h2o_I --> pepX_I + asn-L_I	CC0155_I + C00001_I --> CC0152_I + C00152_I	NA	Protein modification by hydroxylation	0.0
DMN0073_I	d	DMN0073_I	DMN0073	NA	(2.0) gtp_I + (0.324) atp_I + (2.324) h2o_I + sectrna_I --> (2.0) gdp_I + (0.324) adp_I + (3.324) h_I + (2.324) pi_I + trnasec_I	(2.0) C00044_I + (0.324) C00002_I + (2.324) C00001_I + C06482_I --> (2.0) C00035_I + (0.324) C00008_I + (3.324) C00080_I + (2.324) C00009_I + C16636_I	trxr-1_I	Selenocompound metabolism	-0.0
DMN0075_I	d	DMN0075_I	DMN0075	NA	dolp_I -->	C00110_I -->	NA	N-Glycan biosynthesis	0.0
DMN0077_I	d	DMN0077_I	DMN0077	NA	dhnpt_I -->	C04874_I -->	NA	Folate biosynthesis	0.0
DMN0078_I	d	DMN0078_I	DMN0078	NA	xol25one_I -->	C17332_I -->	NA	Primary bile acid biosynthesis	-0.0
DMN0080_I	d	DMN0080_I	DMN0080	NA	[m]: fa11c3coa_I --> coa_I	MC0097_I --> M00010_I	NA	Miscellaneous	0.0
DMN0082_I	d	DMN0082_I	DMN0082	NA	[m] : rq9_I -->	MC0157_I -->	NA	Demand reactions	0.0
DMN0083_I	d	DMN0083_I	DMN0083	NA	l2fn2m2masn_I -->	CC0037_I -->	NA	N-Glycan biosynthesis	0.0
DMN0084_I	d	DMN0084_I	DMN0084	NA	udpxyl_I -->	C00190_I -->	NA	Starch and sucrose metabolism	0.0
DMN0085_I	d	DMN0085_I	DMN0085	NA	udp4k6dg_I -->	C04089_I -->	NA	Amino sugar and nucleotide sugar metabolism	0.0
DMN0086_I	d	DMN0086_I	DMN0086	NA	[m] : cbl1_I -->	M00853_I -->	NA	Vitamin B12 metabolism	-0.0
DMN0100_I	d	DMN0100_I	DMN0100	NA	h_pumped_I -->	CC0200_I -->	NA	Miscellaneous	0.0
DMN1001_I	d	DMN1001_I	DMN1001	NA	35diotyr_I -->	C01060_I -->	NA	Miscellaneous	-0.0
DMN1004_I	d	DMN1004_I	DMN1004	NA	mi13456p_I -->	C01284_I -->	NA	Inositol phosphate metabolism	-0.0
DMN1005_I	d	DMN1005_I	DMN1005	NA	forssman_ce_I -->	CC0217_I -->	NA	Miscellaneous	-0.0
DMN1006_I	d	DMN1006_I	DMN1006	NA	gpail_I -->	C04248_I -->	NA	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	-0.0
DMN1007_I	d	DMN1007_I	DMN1007	NA	mi134p_I -->	C01243_I -->	NA	Inositol phosphate metabolism	0.0
EX00001_E	ae	EX00001_E	EX00001	NA	h2o_E[e] -->	E00001_E -->	NA	Exchange with the environment	2.09612304265
EX00002_E	ae	EX00002_E	EX00002	NA	atp_E[e] -->	E00002_E -->	NA	Exchange with the environment	-0.0
EX00007_E	ae	EX00007_E	EX00007	NA	o2_E[e] -->	E00007_E -->	NA	Exchange with the environment	-8.20441081762
EX00009_E	ae	EX00009_E	EX00009	NA	pi_E[e] -->	E00009_E -->	NA	Exchange with the environment	0.342612699686
EX00011_E	ae	EX00011_E	EX00011	NA	co2_E[e] -->	E00011_E -->	NA	Exchange with the environment	6.64966646217
EX00014_E	ae	EX00014_E	EX00014	NA	nh4_E[e] -->	E00014_E -->	NA	Exchange with the environment	1.70469728113
EX00016_E	ae	EX00016_E	EX00016	NA	fad_E[e] -->	E00016_E -->	NA	Exchange with the environment	-0.0
EX00018_E	ae	EX00018_E	EX00018	NA	pydx5p_E[e] -->	E00018_E -->	NA	Exchange with the environment	-0.0
EX00019_E	ae	EX00019_E	EX00019	NA	amet_E[e] -->	E00019_E -->	NA	Exchange with the environment	-0.0
EX00020_E	e	EX00020_E	EX00020	NA	amp_E[e] -->	E00020_E -->	NA	Exchange with the environment	0.0
EX00021_E	ae	EX00021_E	EX00021	NA	ahcys_E[e] -->	E00021_E -->	NA	Exchange with the environment	-0.0
EX00022_E	ae	EX00022_E	EX00022	NA	pyr_E[e] -->	E00022_E -->	NA	Exchange with the environment	-0.0
EX00025_E	ae	EX00025_E	EX00025	NA	glu-L_E[e] -->	E00025_E -->	NA	Exchange with the environment	-0.0
EX00026_E	ae	EX00026_E	EX00026	NA	akg_E[e] -->	E00026_E -->	NA	Exchange with the environment	-0.0
EX00027_E	ae	EX00027_E	EX00027	NA	h2o2_E[e] -->	E00027_E -->	NA	Exchange with the environment	-0.0
EX00031_E	ae	EX00031_E	EX00031	NA	glc-D_E[e] -->	E00031_E -->	NA	Exchange with the environment	-0.0
EX00032_E	ae	EX00032_E	EX00032	NA	pheme_E[e] -->	E00032_E -->	NA	Exchange with the environment	0.000143752633373
EX00033_E	ae	EX00033_E	EX00033	NA	ac_E[e] -->	E00033_E -->	NA	Exchange with the environment	-0.0
EX00037_E	ae	EX00037_E	EX00037	NA	gly_E[e] -->	E00037_E -->	NA	Exchange with the environment	-0.0
EX00041_E	ae	EX00041_E	EX00041	NA	ala-L_E[e] -->	E00041_E -->	NA	Exchange with the environment	-0.0
EX00042_E	ae	EX00042_E	EX00042	NA	succ_E[e] -->	E00042_E -->	NA	Exchange with the environment	0.326288468634
EX00047_E	ae	EX00047_E	EX00047	NA	lys-L_E[e] -->	E00047_E -->	NA	Exchange with the environment	0.142204560171
EX00048_E	ae	EX00048_E	EX00048	NA	glx_E[e] -->	E00048_E -->	NA	Exchange with the environment	-0.0
EX00049_E	ae	EX00049_E	EX00049	NA	asp-L_E[e] -->	E00049_E -->	NA	Exchange with the environment	-0.0
EX00051_E	ae	EX00051_E	EX00051	NA	gthrd_E[e] -->	E00051_E -->	NA	Exchange with the environment	-0.0
EX00054_E	ae	EX00054_E	EX00054	NA	pap_E[e] -->	E00054_E -->	NA	Exchange with the environment	-0.0
EX00058_E	ae	EX00058_E	EX00058	NA	for_E[e] -->	E00058_E -->	NA	Exchange with the environment	0.21192822432
EX00059_E	ae	EX00059_E	EX00059	NA	so4_E[e] -->	E00059_E -->	NA	Exchange with the environment	0.0
EX00061_E	ae	EX00061_E	EX00061	NA	fmn_E[e] -->	E00061_E -->	NA	Exchange with the environment	-0.0
EX00062_E	ae	EX00062_E	EX00062	NA	arg-L_E[e] -->	E00062_E -->	NA	Exchange with the environment	0.137400510407
EX00064_E	ae	EX00064_E	EX00064	NA	gln-L_E[e] -->	E00064_E -->	NA	Exchange with the environment	-0.0
EX00065_E	ae	EX00065_E	EX00065	NA	ser-L_E[e] -->	E00065_E -->	NA	Exchange with the environment	-0.0
EX00067_E	ae	EX00067_E	EX00067	NA	fald_E[e] -->	E00067_E -->	NA	Exchange with the environment	0.00999999999999
EX00068_E	ae	EX00068_E	EX00068	NA	thmpp_E[e] -->	E00068_E -->	NA	Exchange with the environment	-0.0
EX00072_E	ae	EX00072_E	EX00072	NA	ascb-L_E[e] -->	E00072_E -->	NA	Exchange with the environment	-0.0
EX00073_E	ae	EX00073_E	EX00073	NA	met-L_E[e] -->	E00073_E -->	NA	Exchange with the environment	0.0910287659225
EX00074_E	ae	EX00074_E	EX00074	NA	pep_E[e] -->	E00074_E -->	NA	Exchange with the environment	-0.0
EX00075_E	ae	EX00075_E	EX00075	NA	utp_E[e] -->	E00075_E -->	NA	Exchange with the environment	-0.0
EX00077_E	ae	EX00077_E	EX00077	NA	orn_E[e] -->	E00077_E -->	NA	Exchange with the environment	-0.0
EX00078_E	ae	EX00078_E	EX00078	NA	trp-L_E[e] -->	E00078_E -->	NA	Exchange with the environment	0.0113899926299
EX00079_E	ae	EX00079_E	EX00079	NA	phe-L_E[e] -->	E00079_E -->	NA	Exchange with the environment	0.0742503150521
EX00080_E	ae	EX00080_E	EX00080	NA	h_E[e] -->	E00080_E -->	NA	Exchange with the environment	0.0566935710983
EX00081_E	ae	EX00081_E	EX00081	NA	itp_E[e] -->	E00081_E -->	NA	Exchange with the environment	-0.0
EX00082_E	ae	EX00082_E	EX00082	NA	tyr-L_E[e] -->	E00082_E -->	NA	Exchange with the environment	0.00368013309128
EX00084_E	ae	EX00084_E	EX00084	NA	acald_E[e] -->	E00084_E -->	NA	Exchange with the environment	-0.0
EX00086_E	ae	EX00086_E	EX00086	NA	urea_E[e] -->	E00086_E -->	NA	Exchange with the environment	0.0156690357951
EX00089_E	ae	EX00089_E	EX00089	NA	sucr_E[e] -->	E00089_E -->	NA	Exchange with the environment	-0.0
EX00093_E	ae	EX00093_E	EX00093	NA	glyc3p_E[e] -->	E00093_E -->	NA	Exchange with the environment	-0.0
EX00094_E	ae	EX00094_E	EX00094	NA	so3_E[e] -->	E00094_E -->	NA	Exchange with the environment	-0.0
EX00095_E	ae	EX00095_E	EX00095	NA	fru_E[e] -->	E00095_E -->	NA	Exchange with the environment	-0.0
EX00097_E	ae	EX00097_E	EX00097	NA	cys-L_E[e] -->	E00097_E -->	NA	Exchange with the environment	0.0802642692306
EX00099_E	ae	EX00099_E	EX00099	NA	ala-B_E[e] -->	E00099_E -->	NA	Exchange with the environment	-0.0
EX00101_E	ae	EX00101_E	EX00101	NA	thf_E[e] -->	E00101_E -->	NA	Exchange with the environment	-0.0
EX00106_E	ae	EX00106_E	EX00106	NA	ura_E[e] -->	E00106_E -->	NA	Exchange with the environment	0.134430291362
EX00108_E	ae	EX00108_E	EX00108	NA	anth_E[e] -->	E00108_E -->	NA	Exchange with the environment	-0.0
EX00109_E	ae	EX00109_E	EX00109	NA	2obut_E[e] -->	E00109_E -->	NA	Exchange with the environment	-0.0
EX00111_E	ae	EX00111_E	EX00111	NA	dhap_E[e] -->	E00111_E -->	NA	Exchange with the environment	-0.0
EX00114_E	ae	EX00114_E	EX00114	NA	chol_E[e] -->	E00114_E -->	NA	Exchange with the environment	-0.0
EX00116_E	ae	EX00116_E	EX00116	NA	glyc_E[e] -->	E00116_E -->	NA	Exchange with the environment	-0.0
EX00121_E	ae	EX00121_E	EX00121	NA	rib-D_E[e] -->	E00121_E -->	NA	Exchange with the environment	0.0
EX00122_E	ae	EX00122_E	EX00122	NA	fum_E[e] -->	E00122_E -->	NA	Exchange with the environment	-0.0
EX00123_E	ae	EX00123_E	EX00123	NA	leu-L_E[e] -->	E00123_E -->	NA	Exchange with the environment	0.102046126436
EX00124_E	ae	EX00124_E	EX00124	NA	gal_E[e] -->	E00124_E -->	NA	Exchange with the environment	0.0
EX00127_E	ae	EX00127_E	EX00127	NA	gthox_E[e] -->	E00127_E -->	NA	Exchange with the environment	-0.0
EX00130_E	ae	EX00130_E	EX00130	NA	imp_E[e] -->	E00130_E -->	NA	Exchange with the environment	-0.0
EX00132_E	ae	EX00132_E	EX00132	NA	meoh_E[e] -->	E00132_E -->	NA	Exchange with the environment	-0.0
EX00133_E	ae	EX00133_E	EX00133	NA	ala-D_E[e] -->	E00133_E -->	NA	Exchange with the environment	-0.0
EX00134_E	ae	EX00134_E	EX00134	NA	ptrc_E[e] -->	E00134_E -->	NA	Exchange with the environment	0.0
EX00135_E	ae	EX00135_E	EX00135	NA	his-L_E[e] -->	E00135_E -->	NA	Exchange with the environment	0.0395692587989
EX00137_E	ae	EX00137_E	EX00137	NA	inost_E[e] -->	E00137_E -->	NA	Exchange with the environment	0.00914030913907
EX00140_E	e	EX00140_E	EX00140	NA	acgam_E[e] -->	E00140_E -->	NA	Exchange with the environment	-0.0
EX00141_E	ae	EX00141_E	EX00141	NA	3mob_E[e] -->	E00141_E -->	NA	Exchange with the environment	-0.0
EX00143_E	ae	EX00143_E	EX00143	NA	mlthf_E[e] -->	E00143_E -->	NA	Exchange with the environment	-0.0
EX00147_E	ae	EX00147_E	EX00147	NA	ade_E[e] -->	E00147_E -->	NA	Exchange with the environment	0.0496178225474
EX00148_E	ae	EX00148_E	EX00148	NA	pro-L_E[e] -->	E00148_E -->	NA	Exchange with the environment	-0.0
EX00149_E	ae	EX00149_E	EX00149	NA	mal-L_E[e] -->	E00149_E -->	NA	Exchange with the environment	-0.0
EX00152_E	ae	EX00152_E	EX00152	NA	asn-L_E[e] -->	E00152_E -->	NA	Exchange with the environment	0.10919502416
EX00153_E	ae	EX00153_E	EX00153	NA	ncam_E[e] -->	E00153_E -->	NA	Exchange with the environment	0.0
EX00156_E	ae	EX00156_E	EX00156	NA	4hbz_E[e] -->	E00156_E -->	NA	Exchange with the environment	-0.0
EX00157_E	ae	EX00157_E	EX00157	NA	pchol_E[e] -->	E00157_E -->	NA	Exchange with the environment	-0.0
EX00158_E	ae	EX00158_E	EX00158	NA	cit_E[e] -->	E00158_E -->	NA	Exchange with the environment	-0.0
EX00159_E	ae	EX00159_E	EX00159	NA	man_E[e] -->	E00159_E -->	NA	Exchange with the environment	-0.0
EX00160_E	ae	EX00160_E	EX00160	NA	glyclt_E[e] -->	E00160_E -->	NA	Exchange with the environment	-0.0
EX00162_E	ae	EX00162_E	EX00162	NA	Rtotal_E[e] -->	E00162_E -->	NA	Exchange with the environment	-0.0
EX00163_E	ae	EX00163_E	EX00163	NA	ppa_E[e] -->	E00163_E -->	NA	Exchange with the environment	-0.0
EX00164_E	ae	EX00164_E	EX00164	NA	acac_E[e] -->	E00164_E -->	NA	Exchange with the environment	0.649107438727
EX00166_E	ae	EX00166_E	EX00166	NA	phpyr_E[e] -->	E00166_E -->	NA	Exchange with the environment	0.0
EX00167_E	ae	EX00167_E	EX00167	NA	udpglcur_E[e] -->	E00167_E -->	NA	Exchange with the environment	-0.0
EX00170_E	ae	EX00170_E	EX00170	NA	5mta_E[e] -->	E00170_E -->	NA	Exchange with the environment	-0.0
EX00178_E	ae	EX00178_E	EX00178	NA	thym_E[e] -->	E00178_E -->	NA	Exchange with the environment	0.0265030009986
EX00181_E	ae	EX00181_E	EX00181	NA	xyl-D_E[e] -->	E00181_E -->	NA	Exchange with the environment	-0.0
EX00183_E	ae	EX00183_E	EX00183	NA	val-L_E[e] -->	E00183_E -->	NA	Exchange with the environment	-0.0
EX00185_E	ae	EX00185_E	EX00185	NA	clb_E[e] -->	E00185_E -->	NA	Exchange with the environment	-0.0
EX00186_E	ae	EX00186_E	EX00186	NA	lac-L_E[e] -->	E00186_E -->	NA	Exchange with the environment	0.00999999999999
EX00187_E	ae	EX00187_E	EX00187	NA	chsterol_E[e] -->	E00187_E -->	NA	Exchange with the environment	-0.0
EX00188_E	ae	EX00188_E	EX00188	NA	thr-L_E[e] -->	E00188_E -->	NA	Exchange with the environment	-0.0
EX00189_E	ae	EX00189_E	EX00189	NA	etha_E[e] -->	E00189_E -->	NA	Exchange with the environment	-0.0
EX00191_E	ae	EX00191_E	EX00191	NA	glcur_E[e] -->	E00191_E -->	NA	Exchange with the environment	-0.0
EX00194_E	e	EX00194_E	EX00194	NA	adocbl_E[e] -->	E00194_E -->	NA	Exchange with the environment	-0.0
EX00197_E	ae	EX00197_E	EX00197	NA	3pg_E[e] -->	E00197_E -->	NA	Exchange with the environment	-0.0
EX00208_E	ae	EX00208_E	EX00208	NA	malt_E[e] -->	E00208_E -->	NA	Exchange with the environment	-0.0
EX00212_E	ae	EX00212_E	EX00212	NA	adn_E[e] -->	E00212_E -->	NA	Exchange with the environment	-0.0
EX00214_E	ae	EX00214_E	EX00214	NA	thymd_E[e] -->	E00214_E -->	NA	Exchange with the environment	-0.0
EX00219_E	ae	EX00219_E	EX00219	NA	arachd_E[e] -->	E00219_E -->	NA	Exchange with the environment	0.000827966083632
EX00233_E	ae	EX00233_E	EX00233	NA	4mop_E[e] -->	E00233_E -->	NA	Exchange with the environment	-0.0
EX00239_E	ae	EX00239_E	EX00239	NA	dcmp_E[e] -->	E00239_E -->	NA	Exchange with the environment	-0.0
EX00242_E	ae	EX00242_E	EX00242	NA	gua_E[e] -->	E00242_E -->	NA	Exchange with the environment	0.134220600791
EX00243_E	ae	EX00243_E	EX00243	NA	lcts_E[e] -->	E00243_E -->	NA	Exchange with the environment	-0.0
EX00245_E	ae	EX00245_E	EX00245	NA	taur_E[e] -->	E00245_E -->	NA	Exchange with the environment	0.0
EX00249_E	ae	EX00249_E	EX00249	NA	hdca_E[e] -->	E00249_E -->	NA	Exchange with the environment	-0.0
EX00250_E	e	EX00250_E	EX00250	NA	pydx_E[e] -->	E00250_E -->	NA	Exchange with the environment	0.000215578108737
EX00253_E	ae	EX00253_E	EX00253	NA	nac_E[e] -->	E00253_E -->	NA	Exchange with the environment	-0.0
EX00255_E	e	EX00255_E	EX00255	NA	ribflv_E[e] -->	E00255_E -->	NA	Exchange with the environment	0.0104775055108
EX00256_E	ae	EX00256_E	EX00256	NA	lac-D_E[e] -->	E00256_E -->	NA	Exchange with the environment	0.0
EX00257_E	e	EX00257_E	EX00257	NA	glcn_E[e] -->	E00257_E -->	NA	Exchange with the environment	-0.0
EX00259_E	ae	EX00259_E	EX00259	NA	arab-L_E[e] -->	E00259_E -->	NA	Exchange with the environment	0.0
EX00262_E	ae	EX00262_E	EX00262	NA	hxan_E[e] -->	E00262_E -->	NA	Exchange with the environment	0.02
EX00266_E	ae	EX00266_E	EX00266	NA	gcald_E[e] -->	E00266_E -->	NA	Exchange with the environment	-0.0
EX00268_E	ae	EX00268_E	EX00268	NA	dhbpt_E[e] -->	E00268_E -->	NA	Exchange with the environment	-0.0
EX00272_E	ae	EX00272_E	EX00272	NA	thbpt_E[e] -->	E00272_E -->	NA	Exchange with the environment	-0.0
EX00288_E	ae	EX00288_E	EX00288	NA	hco3_E[e] -->	E00288_E -->	NA	Exchange with the environment	-0.0
EX00294_E	ae	EX00294_E	EX00294	NA	ins_E[e] -->	E00294_E -->	NA	Exchange with the environment	-0.0
EX00295_E	ae	EX00295_E	EX00295	NA	orot_E[e] -->	E00295_E -->	NA	Exchange with the environment	0.00999999999999
EX00299_E	ae	EX00299_E	EX00299	NA	uri_E[e] -->	E00299_E -->	NA	Exchange with the environment	-0.0
EX00301_E	ae	EX00301_E	EX00301	NA	adprib_E[e] -->	E00301_E -->	NA	Exchange with the environment	-0.0
EX00311_E	ae	EX00311_E	EX00311	NA	icit_E[e] -->	E00311_E -->	NA	Exchange with the environment	-0.0
EX00314_E	e	EX00314_E	EX00314	NA	pydxn_E[e] -->	E00314_E -->	NA	Exchange with the environment	0.000215578108737
EX00315_E	ae	EX00315_E	EX00315	NA	spmd_E[e] -->	E00315_E -->	NA	Exchange with the environment	0.0
EX00318_E	ae	EX00318_E	EX00318	NA	crn_E[e] -->	E00318_E -->	NA	Exchange with the environment	0.0
EX00320_E	ae	EX00320_E	EX00320	NA	tsul_E[e] -->	E00320_E -->	NA	Exchange with the environment	-0.0
EX00322_E	ae	EX00322_E	EX00322	NA	2oxoadp_E[e] -->	E00322_E -->	NA	Exchange with the environment	-0.0
EX00328_E	ae	EX00328_E	EX00328	NA	Lkynr_E[e] -->	E00328_E -->	NA	Exchange with the environment	-0.0
EX00329_E	ae	EX00329_E	EX00329	NA	gam_E[e] -->	E00329_E -->	NA	Exchange with the environment	0.0
EX00330_E	ae	EX00330_E	EX00330	NA	dgsn_E[e] -->	E00330_E -->	NA	Exchange with the environment	-0.0
EX00334_E	ae	EX00334_E	EX00334	NA	4abut_E[e] -->	E00334_E -->	NA	Exchange with the environment	0.0
EX00344_E	ae	EX00344_E	EX00344	NA	pglyc_E[e] -->	E00344_E -->	NA	Exchange with the environment	-0.0
EX00346_E	ae	EX00346_E	EX00346	NA	ethamp_E[e] -->	E00346_E -->	NA	Exchange with the environment	0.10350958685
EX00350_E	ae	EX00350_E	EX00350	NA	pe_E[e] -->	E00350_E -->	NA	Exchange with the environment	-0.0
EX00352_E	ae	EX00352_E	EX00352	NA	gam6p_E[e] -->	E00352_E -->	NA	Exchange with the environment	-0.0
EX00354_E	ae	EX00354_E	EX00354	NA	fdp_E[e] -->	E00354_E -->	NA	Exchange with the environment	-0.0
EX00355_E	ae	EX00355_E	EX00355	NA	34dhphe_E[e] -->	E00355_E -->	NA	Exchange with the environment	0.02
EX00366_E	ae	EX00366_E	EX00366	NA	urate_E[e] -->	E00366_E -->	NA	Exchange with the environment	-0.0
EX00376_E	ae	EX00376_E	EX00376	NA	retinal_E[e] -->	E00376_E -->	NA	Exchange with the environment	-0.0
EX00378_E	e	EX00378_E	EX00378	NA	thm_E[e] -->	E00378_E -->	NA	Exchange with the environment	-0.0
EX00379_E	ae	EX00379_E	EX00379	NA	xylt_E[e] -->	E00379_E -->	NA	Exchange with the environment	-0.0
EX00385_E	ae	EX00385_E	EX00385	NA	xan_E[e] -->	E00385_E -->	NA	Exchange with the environment	0.0
EX00387_E	ae	EX00387_E	EX00387	NA	gsn_E[e] -->	E00387_E -->	NA	Exchange with the environment	-0.0
EX00388_E	ae	EX00388_E	EX00388	NA	hista_E[e] -->	E00388_E -->	NA	Exchange with the environment	0.0
EX00398_E	ae	EX00398_E	EX00398	NA	trypta_E[e] -->	E00398_E -->	NA	Exchange with the environment	-0.0
EX00402_E	ae	EX00402_E	EX00402	NA	asp-D_E[e] -->	E00402_E -->	NA	Exchange with the environment	-0.0
EX00407_E	ae	EX00407_E	EX00407	NA	ile-L_E[e] -->	E00407_E -->	NA	Exchange with the environment	-0.0
EX00422_E	ae	EX00422_E	EX00422	NA	tag_E[e] -->	E00422_E -->	NA	Exchange with the environment	-0.0
EX00427_E	ae	EX00427_E	EX00427	NA	prostgh2_E[e] -->	E00427_E -->	NA	Exchange with the environment	-0.0
EX00429_E	ae	EX00429_E	EX00429	NA	56dura_E[e] -->	E00429_E -->	NA	Exchange with the environment	0.0
EX00437_E	ae	EX00437_E	EX00437	NA	acorn_E[e] -->	E00437_E -->	NA	Exchange with the environment	-0.0
EX00438_E	ae	EX00438_E	EX00438	NA	cbasp_E[e] -->	E00438_E -->	NA	Exchange with the environment	-0.0
EX00439_E	ae	EX00439_E	EX00439	NA	forglu_E[e] -->	E00439_E -->	NA	Exchange with the environment	-0.0
