	TAG	ID	KEGGID	EC	BIGG	KEGG	GENES	PATHWAY
RC00946	r	RC00946	R00946;R05182	2.1.1.13	[c] : 5mthf + hcys-L --> h + met-L + thf	C00440 + C00155 --> C00080 + C00073 + C00101	metr-1 & mtrr-1	Cysteine and methionine metabolism
RC00192	r	RC00192	R00192	3.3.1.1	[c] : ahcys + h2o <==> adn + hcys-L	C00021 + C00001 <==> C00212 + C00155	ahcy-1	Cysteine and methionine metabolism
RC00177	r	RC00177	R00177	2.5.1.6	[c] : atp + h2o + met-L --> amet + pi + ppi	C00002 + C00001 + C00073 --> C00019 + C00009 + C00013	sams-1 | sams-3 | sams-4 | sams-5	Cysteine and methionine metabolism
RC00178	r	RC00178	R00178	4.1.1.50	[c] : amet + h --> ametam + co2	C00019 + C00080 --> C01137 + C00011	smd-1	Cysteine and methionine metabolism
RC01920	r	RC01920	R01920	2.5.1.16	[c] : ametam + ptrc --> 5mta + h + spmd	C01137 + C00134 --> C00170 + C00080 + C00315	spds-1	Cysteine and methionine metabolism
RC02869	r	RC02869	R02869	2.5.1.16	[c] : ametam + spmd --> 5mta + h + sprm	C01137 + C00315 --> C00170 + C00080 + C00750	spds-1	Cysteine and methionine metabolism
RC01402	r	RC01402	R01402	2.4.2.28	[c] : 5mta + pi <==> 5mdr1p + ade	C00170 + C00009 <==> C04188 + C00147	B0228.7	Cysteine and methionine metabolism
RC07396	r	RC07396	R07396	2.6.1.5	[c] : 2kmb + glu-L --> akg + met-L	C01180 + C00025 --> C00026 + C00073	tatn-1	Cysteine and methionine metabolism
RC07392	r	RC07392	R07392	4.2.1.109	[c] : 5mdru1p --> dkmpp + h2o	C04582 --> C15650 + C00001	ZC373.5	Cysteine and methionine metabolism
RCC0010	r	RCC0010	R07395;R07364	3.1.3.77;1.13.11.54	[c] : dkmpp + h2o + o2 --> 2kmb + for + (2) h + pi	C15650 + C00001 + C00007 --> C01180 + C00058 + (2) C00080 + C00009	F58H1.3 & (F42F12.4 | T01D1.4)	Cysteine and methionine metabolism
RM01090	r	RM01090	R01090	2.6.1.42	[m] : akg + leu-L <==> 4mop + glu-L	M00026 + M00123 <==> M00233 + M00025	bcat-1 | Y44A6D.5	Valine, leucine and isoleucine degradation
RM01214	r	RM01214	R01214	2.6.1.42	[m] : akg + val-L <==> 3mob + glu-L	M00026 + M00183 <==> M00141 + M00025	bcat-1 | Y44A6D.5	Valine, leucine and isoleucine degradation
RM02199	r	RM02199	R02199	2.6.1.42	[m] : akg + ile-L <==> 3mop + glu-L	M00026 + M00407 <==> M00671 + M00025	bcat-1 | Y44A6D.5	Valine, leucine and isoleucine degradation
RMC0011	r	RMC0011	R07601;R07602;R07618;R04097	1.2.4.4;1.8.1.4;2.3.1.168	[m] : 4mop + coa + nad --> co2 + ivcoa + nadh	M00233 + M00010 + M00003 --> M00011 + M02939 + M00004	[(bckd-1A | Y43F4A.4) & bckd-1B] & dld-1 & dbt-1	Valine, leucine and isoleucine degradation
RMC0012	r	RMC0012	R07599;R07600;R07618;R02662	1.2.4.4;1.8.1.4;2.3.1.168	[m] : 3mob + coa + nad --> co2 + ibcoa + nadh	M00141 + M00010 + M00003 --> M00011 + M00630 + M00004	[(bckd-1A | Y43F4A.4) & bckd-1B] & dld-1 & dbt-1	Valine, leucine and isoleucine degradation
RMC0013	r	RMC0013	R07603;R07604;R07618;R03174	1.2.4.4;1.8.1.4;2.3.1.168	[m] : 3mop + coa + nad --> 2mbcoa + co2 + nadh	M00671 + M00010 + M00003 --> M15980 + M00011 + M00004	[(bckd-1A | Y43F4A.4) & bckd-1B] & dld-1 & dbt-1	Valine, leucine and isoleucine degradation
RM04096	r	RM04096	R04095	1.3.8.4	[m] : etfox + ivcoa --> 3mb2coa + etfrd	M04253 + M02939 --> M03069 + M04570	ivd-1	Valine, leucine and isoleucine degradation
RM02661	r	RM02661	R02661	1.3.99.12;1.3.99.3	[m] : etfox + ibcoa <==> 2mp2coa + etfrd	M04253 + M00630 <==> M03460 + M04570	(acdh-1 | acdh-2 | acdh-3) | acdh-9	Valine, leucine and isoleucine degradation
RM03172	r	RM03172	R03172	1.3.99.12;1.3.8.1	[m] : 2mbcoa + etfox <==> 2mb2coa + etfrd	M15980 + M04253 <==> M03345 + M04570	acdh-1 | acdh-2 | acdh-3	Valine, leucine and isoleucine degradation
RM04138	r	RM04138	R04138	6.4.1.4	[m] : 3mb2coa + atp + hco3 --> 3mgcoa + adp + h + pi	M03069 + M00002 + M00288 --> M03231 + M00008 + M00080 + M00009	mccc-1 & F02A9.4	Valine, leucine and isoleucine degradation
RM04204	r	RM04204	R04204	4.2.1.17	[m] : 2mb2coa + h2o <==> 3hmbcoa	M03345 + M00001 <==> M04405	(ech-6 | ech-7) | (ech-1.2 | ech-1.1) | ech-3	Valine, leucine and isoleucine degradation
RM04224	r	RM04224	R04224	4.2.1.17	[m] : 2mp2coa + h2o <==> 3hibutcoa	M03460 + M00001 <==> M06000	(ech-6 | ech-7) | (ech-1.2 | ech-1.1) | ech-3	Valine, leucine and isoleucine degradation
RM05064	r	RM05064	R05064	3.1.2.4	[m] : 3hibutcoa + h2o --> 3hmp + coa + h	M06000 + M00001 --> M06001 + M00010 + M00080	hach-1	Valine, leucine and isoleucine degradation
RM04203	r	RM04203	R04203	1.1.1.178;1.1.1.35	[m] : 3hmbcoa + nad <==> 2maacoa + h + nadh	M04405 + M00003 <==> M03344 + M00080 + M00004	ard-1 | (B0272.3 | F54C8.1 | ech-8 | ech-9 | hacd-1)	Valine, leucine and isoleucine degradation
RM05066	r	RM05066	R05066	1.1.1.31;1.1.1.35	[m] : 3hmp + nad <==> 2mop + h + nadh	M06001 + M00003 <==> M06002 + M00080 + M00004	B0250.5 | (B0272.3 | F54C8.1 | ech-8 | ech-9 | hacd-1)	Valine, leucine and isoleucine degradation
RM01360	r	RM01360	R01360	4.1.3.4	[m] : hmgcoa --> acac + accoa	M00356 --> M00164 + M00024	Y71G12B.10	Synthesis and degradation of ketone bodies
RM00410	r	RM00410	R00410	2.8.3.5	[m] : acac + succoa <==> aacoa + succ	M00164 + M00091 <==> M00332 + M00042	C05C10.3	Synthesis and degradation of ketone bodies
RC01978	r	RC01978	R01978	2.3.3.10	[c] : aacoa + accoa + h2o --> coa + h + hmgcoa	C00332 + C00024 + C00001 --> C00010 + C00080 + C00356	hmgs-1	Synthesis and degradation of ketone bodies
RM00927	r	RM00927	R00927	2.3.1.16	[m] : 2maacoa + coa <==> accoa + ppcoa	M03344 + M00010 <==> M00024 + M00100	B0303.3 | acaa-2	Valine, leucine and isoleucine degradation
RM04188	r	RM04188	R04188	2.6.1.22	[m] : 2mop + glu-L <==> 3aib + akg	M06002 + M00025 <==> M03284 + M00026	gta-1	Valine, leucine and isoleucine degradation
RM00935	r	RM00935	R00935	1.2.1.27	[m] : 2mop + coa + nad --> co2 + nadh + ppcoa	M06002 + M00010 + M00003 --> M00011 + M00004 + M00100	alh-8	Valine, leucine and isoleucine degradation
RM01859	r	RM01859	R01859	6.4.1.3	[m] : atp + hco3 + ppcoa --> adp + h + mmcoa-S + pi	M00002 + M00288 + M00100 --> M00008 + M00080 + M00683 + M00009	pcca-1 & pccb-1	Valine, leucine and isoleucine degradation
RM02765	r	RM02765	R02765	5.1.99.1	[m] : mmcoa-R <==> mmcoa-S	M01213 <==> M00683	mce-1	Valine, leucine and isoleucine degradation
RM00833	r	RM00833	R00833	5.4.99.2	[m] : mmcoa-R <==> succoa	M01213 <==> M00091	mmcm-1	Valine, leucine and isoleucine degradation
RM00716	r	RM00716	R00716	1.5.1.8	[m] : akg + h + lys-L + nadph <==> h2o + nadp + saccrp-L	M00026 + M00080 + M00047 + M00005 <==> M00001 + M00006 + M00449	R02D3.1	Lysine degradation
RM02313	r	RM02313	R02313	1.5.1.9	[m] : h2o + nad + saccrp-L <==> L2aadp6sa + glu-L + h + nadh	M00001 + M00003 + M00449 <==> M04076 + M00025 + M00080 + M00004	R02D3.1	Lysine degradation
RM03102	r	RM03102	R03102	1.2.1.31	[m] : L2aadp6sa + h2o + nad --> L2aadp + (2) h + nadh	M04076 + M00001 + M00003 --> M00956 + (2) M00080 + M00004	alh-9	Lysine degradation
RM03103	r	RM03103	R03103	1.2.1.31	[m] : L2aadp6sa + h2o + nadp --> L2aadp + (2) h + nadph	M04076 + M00001 + M00006 --> M00956 + (2) M00080 + M00005	alh-9	Lysine degradation
RMC0014	r	RMC0014	R01940;R02571;R07618	1.2.4.2;2.3.1.61;1.8.1.4	[m] : 2oxoadp + coa + nad --> co2 + glutcoa + nadh	M00322 + M00010 + M00003 --> M00011 + M00527 + M00004	(ogdh-1 & ogdh-2) & dlst-1 & dld-1	Lysine degradation
RM03026	r	RM03026	R03026	4.2.1.17	[m] : 3hbcoa <==> b2coa + h2o	M01144 <==> M00877 + M00001	(ech-6 | ech-7) | (ech-1.2 | ech-1.1) | ech-3	Fatty acid metabolism
RM01975	r	RM01975	R01975	1.1.1.35	[m] : aacoa + h + nadh <==> 3hbcoa + nad	M00332 + M00080 + M00004 <==> M01144 + M00003	B0272.3 | F54C8.1 | ech-8	Fatty acid metabolism
RC03875	r	RC03875	R03875	2.1.1.43	[n] : amet + Nlys --> Nmelys + ahcys + h	C00019 + C02415 --> C03702 + C00021 + C00080	[set-16 | lin-59 | (met-1 | set-12) | set-2 | met-2 | set-11 | mes-2 | set-23 | (dot-1.1 | dot-1.2 | dot-1.3 | dot-1.4 | dot-1.5) | set-4 | set-1] | [set-13 | set-15 | set-21 | set-32 | set-33 | set-6]	Histone modification
RC04866	r	RC04866	R04866	2.1.1.43	[n] : Nmelys + amet --> Ndmelys + ahcys + h	C03702 + C00019 --> C05545 + C00021 + C00080	[set-16 | lin-59 | (met-1 | set-12) | set-2 | met-2 | set-11 | mes-2 | set-23 | (dot-1.1 | dot-1.2 | dot-1.3 | dot-1.4 | dot-1.5) | set-4 | set-1] | [set-13 | set-15 | set-21 | set-32 | set-33 | set-6]	Histone modification
RC04867	r	RC04867	R04867	2.1.1.43	[n] : Ndmelys + amet --> Ntmelys + ahcys + h	C05545 + C00019 --> CC0153 + C00021 + C00080	[set-16 | lin-59 | (met-1 | set-12) | set-2 | met-2 | set-11 | mes-2 | set-23 | (dot-1.1 | dot-1.2 | dot-1.3 | dot-1.4 | dot-1.5) | set-4 | set-1] | [set-13 | set-15 | set-21 | set-32 | set-33 | set-6]	Histone modification
RC03376	r	RC03376	R03376	1.14.11.4	[r] : akg + o2 + pcollglys <==> co2 + pcollg5hlys + succ	C00026 + C00007 + CC0143 <==> C00011 + C01211 + C00042	let-268	Collagen biosynthesis
RC03283	r	RC03283	R03283	1.2.1.3;1.2.1.47	[c] : 4tmeabut + h2o + nad --> 4tmeabutn + (2) h + nadh	C01149 + C00001 + C00003 --> C01181 + (2) C00080 + C00004	(alh-2 | alh-4) | alh-12	Carnitine biosynthesis
RC02397	r	RC02397	R02397	1.14.11.1	[c] : 4tmeabutn + akg + o2 --> co2 + crn + succ	C01181 + C00026 + C00007 --> C00011 + C00318 + C00042	gbh-1	Carnitine biosynthesis
RM00667	r	RM00667	R00667	2.6.1.13	[m] : akg + orn <==> glu-L + glu5sa	M00026 + M00077 <==> M00025 + M01165	oatr-1	Arginine and proline metabolism
RMC0015	r	RMC0015	RMC0015	spontaneous	[m] : glu5sa <==> 1pyr5c + h + h2o	M01165 <==> M03912 + M00080 + M00001	NA	Arginine and proline metabolism
RM01248	r	RM01248	R01248	1.5.1.2	[m] : 1pyr5c + (2) h + nadh --> nad + pro-L	M03912 + (2) M00080 + M00004 --> M00003 + M00148	M153.1 | F55G1.9	Arginine and proline metabolism
RM01253	r	RM01253	R10507	1.5.-.-	[m] : fad + pro-L --> 1pyr5c + fadh2 + h	M00016 + M00148 --> M03912 + M01352 + M00080	B0513.5	Arginine and proline metabolism
RM00245	r	RM00245	R00245	1.2.1.88	[m] : glu5sa + h2o + nad --> glu-L + (2) h + nadh	M01165 + M00001 + M00003 --> M00025 + (2) M00080 + M00004	alh-6	Arginine and proline metabolism
RM03313	r	RM03313	R03313	1.2.1.41	[m] : glu5p + h + nadph --> glu5sa + nadp + pi	M03287 + M00080 + M00005 --> M01165 + M00006 + M00009	alh-13	Arginine and proline metabolism
RM00239	r	RM00239	R00239	2.7.2.11	[m] : atp + glu-L --> adp + glu5p	M00002 + M00025 --> M00008 + M03287	alh-13	Arginine and proline metabolism
RC01252	r	RC01252	R01252	1.14.11.2	[r] : akg + o2 + pro-L --> 4hpro-LT + co2 + succ	C00026 + C00007 + C00148 --> C01157 + C00011 + C00042	C14E2.4 | Y43F8B.19 | dpy-18 | phy-2 | phy-3 | phy-4	Arginine and proline metabolism
RC00670	r	RC00670	R00670	4.1.1.17	[c] : h + orn --> co2 + ptrc	C00080 + C00077 --> C00011 + C00134	F53F10.2 | odc-1	Arginine and proline metabolism
RM03291	r	RM03291	R03291	1.5.1.2	[m] : 4hpro-LT + nad <==> 1p3h5c + (2) h + nadh	M01157 + M00003 <==> M04281 + (2) M00080 + M00004	M153.1 | F55G1.9	Arginine and proline metabolism
RM03293	r	RM03293	R03293	1.5.1.2	[m] : 4hpro-LT + nadp <==> 1p3h5c + (2) h + nadph	M01157 + M00006 <==> M04281 + (2) M00080 + M00005	M153.1 | F55G1.9	Arginine and proline metabolism
RM05051	r	RM05051	R05051	1.2.1.88	[m] : 4hglusa + h2o + nad --> e4hglu + (2) h + nadh	M05938 + M00001 + M00003 --> M05947 + (2) M00080 + M00004	alh-6	Arginine and proline metabolism
RMC0016	r	RMC0016	RMC0016	spontaneous	[m] : 1p3h5c + h + h2o <==> 4hglusa	M04281 + M00080 + M00001 <==> M05938	NA	Arginine and proline metabolism
RM05052	r	RM05052	R05052	2.6.1.1	[m] : akg + e4hglu --> 4h2oglt + glu-L	M00026 + M05947 --> M05946 + M00025	got-2.1 | got-2.2	Arginine and proline metabolism
RC05052	r	RC05052	R05052	2.6.1.1	[c] : akg + e4hglu --> 4h2oglt + glu-L	C00026 + C05947 --> C05946 + C00025	got-1.2	Arginine and proline metabolism
RC00669	r	RC00669	R00669	3.5.1.14;3.5.1.16	[c] : acorn + h2o <==> ac + orn	C00437 + C00001 <==> C00033 + C00077	(C06A6.4 | C10C5.3 | C10C5.4 | C10C5.5) | C44E12.1	Arginine and proline metabolism
RM01251	r	RM01251	R01251	1.5.1.2	[m] : 1pyr5c + (2) h + nadph --> nadp + pro-L	M03912 + (2) M00080 + M00005 --> M00006 + M00148	M153.1 | F55G1.9	Arginine and proline metabolism
RC01168	r	RC01168	R01168	4.3.1.3	[c] : his-L --> nh4 + urcan	C00135 --> C00014 + C00785	haly-1	Histidine metabolism
RC02914	r	RC02914	R02914	4.2.1.49	[c] : h2o + urcan --> 4izp	C00001 + C00785 --> C03680	Y51H4A.7	Histidine metabolism
RC01167	r	RC01167	R01167	4.1.1.28	[c] : h + his-L --> co2 + hista	C00080 + C00135 --> C00011 + C00388	bas-1 | hdl-1 | tdc-1	Histidine metabolism
RM00734	r	RM00734	R00734	2.6.1.1;2.6.1.5	[m] : akg + tyr-L <==> 34hpp + glu-L	M00026 + M00082 <==> M01179 + M00025	got-2.1 | got-2.2	Ubiquinone and other terpenoid-quinone biosynthesis
RC00734	r	RC00734	R00734	2.6.1.1;2.6.1.5	[c] : akg + tyr-L <==> 34hpp + glu-L	C00026 + C00082 <==> C01179 + C00025	got-1.2 | tatn-1	Ubiquinone and other terpenoid-quinone biosynthesis
RC02521	r	RC02521	R02521	1.13.11.27	[c] : 34hpp + o2 --> co2 + hgentis	C01179 + C00007 --> C00011 + C00544	C31H2.4 | hpd-1	Ubiquinone and other terpenoid-quinone biosynthesis
RC02519	r	RC02519	R02519	1.13.11.5	[c] : hgentis + o2 --> 4mlacac + h	C00544 + C00007 --> C01036 + C00080	hgo-1	Tyrosine metabolism
RC03181	r	RC03181	R03181	5.2.1.2	[c] : 4mlacac --> 4fumacac	C01036 --> C01061	Y53G8B.1 | gst-42 | gst-43	Tyrosine metabolism
RC01364	r	RC01364	R01364	3.7.1.2	[c] : 4fumacac + h2o --> acac + fum + h	C01061 + C00001 --> C00164 + C00122 + C00080	fah-1	Tyrosine metabolism
RC00731	r	RC00731	R00731	1.14.18.1	[c] : o2 + (2) tyr-L --> (2) 34dhphe	C00007 + (2) C00082 --> (2) C00355	tyr-1 | tyr-2 | tyr-3 | tyr-4 | tyr-5 | tyr-6	Tyrosine metabolism
RC02078	r	RC02078	R02078	1.14.18.1	[c] : (2) 34dhphe + o2 --> (2) dopaqn + (2) h2o	(2) C00355 + C00007 --> (2) C00822 + (2) C00001	tyr-1 | tyr-2 | tyr-3 | tyr-4 | tyr-5 | tyr-6	Tyrosine metabolism
RCC0018	r	RCC0018	R02962;R03672;R03674;R04884	1.14.18.1	(2) dopaqn + (0.5) o2 --> 34dhphe + ind56qn + h2o + co2	(2) C00822 + (0.5) C00007 --> C00355 + C05579 + C00001 + C00011	tyr-1 | tyr-2 | tyr-3 | tyr-4 | tyr-5 | tyr-6	Tyrosine metabolism
RC04886	r	RC04886	R04886	Unknown	ind56qn + o2 <==> eumelanin + h2o	C05579 + C00007 <==> C17937 + C00001	Unknown	Tyrosine metabolism
RC02080	r	RC02080	R02080	4.1.1.28	[c] : 34dhphe + h --> co2 + dopa	C00355 + C00080 --> C00011 + C03758	bas-1	Tyrosine metabolism
RC00736	r	RC00736	R00736	4.1.1.28	[c] : h + tyr-L --> co2 + tym	C00080 + C00082 --> C00011 + C00483	tdc-1	Tyrosine metabolism
RC01795	r	RC01795	R01795	1.14.16.1	[c] : o2 + phe-L + thbpt --> dhbpt + h2o + tyr-L	C00007 + C00079 + C00272 --> C00268 + C00001 + C00082	pah-1	Phenylalanine metabolism
RC07211	r	RC07211	R07211	1.14.16.1	[c] : o2 + phe-L + thbpt --> thbpt4acam + tyr-L	C00007 + C00079 + C00272 --> C15522 + C00082	pah-1	Phenylalanine metabolism
RC00699	r	RC00699	R00699	4.1.1.28	[c] : h + phe-L --> co2 + peamn	C00080 + C00079 --> C00011 + C05332	bas-1 | hdl-1 | tdc-1	Phenylalanine metabolism
RC00694	r	RC00694	R00694	2.6.1.1;2.6.1.5	[c] : akg + phe-L <==> glu-L + phpyr	C00026 + C00079 <==> C00025 + C00166	got-1.2 | tatn-1	Phenylalanine metabolism
RC01372	r	RC01372	R01372	1.13.11.27	[c] : o2 + phpyr --> 2hyoxplac + co2	C00007 + C00166 --> C05852 + C00011	C31H2.4 | hpd-1	Phenylalanine metabolism
RC01378	r	RC01378	R01378	5.3.2.1	phpyr <==> enphpyr	C00166 <==> C02763	mif-1	Phenylalanine metabolism
RC00698	r	RC00698	R00698	1.11.1.7	[c]: phe-L + o2 <==> pad + co2 + h2o	C00079 + C00007 <==> C02505 + C00011 + C00001	prdx-6	Phenylalanine metabolism
RC00685	r	RC00685	R00685	4.1.1.28	[c] : h + trp-L --> co2 + trypta	C00080 + C00078 --> C00011 + C00398	bas-1 | hdl-1 | tdc-1	Tryptophan metabolism
RC00678	r	RC00678	R00678	1.13.11.11	[c] : o2 + trp-L --> Lfmkynr	C00007 + C00078 --> C02700	tdo-2	Tryptophan metabolism
RC03936	r	RC03936	R03936	3.7.1.3	[c] : Lfmkynr + h2o --> ala-L + h + nformanth	C02700 + C00001 --> C00041 + C00080 + C05653	kynu-1	Tryptophan metabolism
RC01956	r	RC01956	R01956	2.6.1.7	[c] : Lkynr + akg <==> 4aphdob + glu-L	C00328 + C00026 <==> C01252 + C00025	nkat-1	Tryptophan metabolism
RC03445	r	RC03445	R03445	spontaneous	[c] : 4aphdob --> h2o + kynate	C01252 --> C00001 + C01717	NA	Tryptophan metabolism
RC00987	r	RC00987	R00987	3.7.1.3	[c] : Lkynr + h2o --> ala-L + anth + h	C00328 + C00001 --> C00041 + C00108 + C00080	kynu-1	Tryptophan metabolism
RC01960	r	RC01960	R01960	1.14.13.9	[c] : Lkynr + h + nadph + o2 --> h2o + hLkynr + nadp	C00328 + C00080 + C00005 + C00007 --> C00001 + C03227 + C00006	kmo-2 | kmo-1	Tryptophan metabolism
RC04171	r	RC04171	R04171	2.6.1.7	[c] : akg + hLkynr <==> 42A3HP24DB + glu-L	C00026 + C03227 <==> C05645 + C00025	nkat-1	Tryptophan metabolism
RC02668	r	RC02668	R02668	3.7.1.3	[c] : h2o + hLkynr --> 3hanthrn + ala-L	C00001 + C03227 --> C00632 + C00041	kynu-1	Tryptophan metabolism
RC02670	r	RC02670	R02670	1.11.1.6	(2) 3hanthrn + (4) o2 <==> cinnavalininate + (2) o2s + (2) h2o2 + (4) h	(2) C00632 + (4) C00007 <==> C05640 + (2) C00704 + (2) C00027 + (4) C00080	ctl-1 | ctl-2 | ctl-3	Tryptophan metabolism
RC02665	r	RC02665	R02665	1.13.11.6	[c] : 3hanthrn + o2 --> cmusa + h	C00632 + C00007 --> C04409 + C00080	haao-1	Tryptophan metabolism
RC04293	r	RC04293	R04293	spontaneous	[c] : cmusa --> h + h2o + quln	C04409 --> C00080 + C00001 + C03722	NA	Tryptophan metabolism
RC04323	r	RC04323	R04323	4.1.1.45	[c] : cmusa + h --> am6sa + co2	C04409 + C00080 --> C03824 + C00011	acsd-1	Tryptophan metabolism
RC00842	r	RC00842	R00842	1.1.1.8	[c] : dhap + h + nadh <==> glyc3p + nad	C00111 + C00080 + C00004 <==> C00093 + C00003	gpdh-1	Glycerophospholipid metabolism
RM00842	r	RM00842	R00842	1.1.1.8	[m] : dhap + h + nadh <==> glyc3p + nad	M00111 + M00080 + M00004 <==> M00093 + M00003	gpdh-2	Glycerophospholipid metabolism
RC01013	r	RC01013	R01013	2.3.1.42	[c] : Rtotalcoa + dhap --> adhap + coa	C00040 + C00111 --> C03372 + C00010	acl-7	Glycerophospholipid metabolism
RC00851	r	RC00851	R00851	2.3.1.15	[c] : Rtotalcoa + glyc3p --> alpa_pl + coa	C00040 + C00093 --> C00681 + C00010	acl-6 | (acl-4 | acl-5)	Glycerolipid metabolism
RC02241	r	RC02241	R02241	2.3.1.51	[c] : Rtotal2coa + alpa_pl --> coa + pa_pl	CC0002 + C00681 --> C00010 + C00416	[(acl-8 | acl-9 | bus-18) | (acl-1 | acl-2) | (mboa-3 | mboa-4)] | acl-11	Glycerolipid metabolism
RC01310	r	RC01310	R01310	3.1.4.4	[c] : h2o + pchol --> chol + h + pa_pl	C00001 + C00157 --> C00114 + C00080 + C00416	pld-1 | (F09G2.8 | T05C3.6 | Y51A2D.13)	Glycerophospholipid metabolism
RC01315	r	RC01315	R01315	3.1.1.4	[c] : h2o + pchol --> Rtotal2 + h + lpchol	C00001 + C00157 --> CC0001 + C00080 + C04230	ipla-1 | ipla-2 | ipla-3 | ipla-4 | ipla-5 | ipla-6 | ipla-7 | C07E3.9 | Y69A2AL.2	Glycerophospholipid metabolism
RC01318	r	RC01318	R01318	2.3.1.23	Rtotal2coa + lpchol <==> coa + pchol	CC0002 + C04230 <==> C00010 + C00157	mboa-6	Glycerophospholipid metabolism
RC02746	r	RC02746	R02746;R02747	3.1.1.5	[c] : h2o + lpchol --> Rtotal + g3pc + h	C00001 + C04230 --> C00162 + C00670 + C00080	ZK370.4 | C27A7.5 | M05B5.4 | ath-1	Glycerophospholipid metabolism
RC01030	r	RC01030	R01030	3.1.4.46	[c] : g3pc + h2o --> chol + glyc3p + h	C00670 + C00001 --> C00114 + C00093 + C00080	T12B3.3 | T22G5.1 | ZC155.4	Glycerophospholipid metabolism
RC01023	r	RC01023	R01023	2.3.1.6	[c] : accoa + chol <==> ach + coa	C00024 + C00114 <==> C01996 + C00010	cha-1	Glycerophospholipid metabolism
RC01026	r	RC01026	R01026	3.1.1.7	[c] : ach + h2o --> ac + chol + h	C01996 + C00001 --> C00033 + C00114 + C00080	ace-1 | ace-2 | ace-4	Glycerophospholipid metabolism
RC01021	r	RC01021	R01021	2.7.1.32	[c] : atp + chol --> adp + cholp + h	C00002 + C00114 --> C00008 + C00588 + C00080	(cka-1 | cka-2 | ckb-1 | ckb-2 | ckb-3) | ckb-4	Glycerophospholipid metabolism
RC01890	r	RC01890	R01890	2.7.7.15	[c] : cholp + ctp + h <==> cdpchol + ppi	C00588 + C00063 + C00080 <==> C00307 + C00013	pcyt-1	Glycerophospholipid metabolism
RC02239	r	RC02239	R02239	3.1.3.4	[c] : h2o + pa_pl --> dag_pl + pi	C00001 + C00416 --> C00641 + C00009	(F13E6.5 | F53C3.13 | T28D9.3) | lpin-1	Glycerolipid metabolism
RC02240	r	RC02240	R02240	2.7.1.107	[c] : atp + dag_pl --> adp + h + pa_pl	C00002 + C00641 --> C00008 + C00080 + C00416	dgk-1 | dgk-2 | dgk-3 | dgk-4 | dgk-5	Glycerolipid metabolism
RC02057	r	RC02057	R02057	2.7.8.1	[c] : cdpea + dag_pl <==> cmp + h + pe	C00570 + C00641 <==> C00055 + C00080 + C00350	F54D7.2 | cept-2	Glycerophospholipid metabolism
RM02055	r	RM02055	R02055	4.1.1.65	[m] : h + ps --> co2 + pe	M00080 + M02737 --> M00011 + M00350	psd-1	Glycerophospholipid metabolism
RC07377	r	RC07377	R07377	2.7.8.-	[c] : pchol + ser-L <==> chol + ps	C00157 + C00065 <==> C00114 + C02737	pssy-1	Glycerophospholipid metabolism
RC09035	r	RC09035	R09035	2.3.1.-	Rtotal2coa + acg3ps <==> coa + ps	CC0002 + C18125 <==> C00010 + C02737	mboa-6 | mboa-3 | mboa-4	Glycerophospholipid metabolism
RC02038	r	RC02038	R02038	2.7.7.14	[c] : ctp + ethamp + h <==> cdpea + ppi	C00063 + C00346 + C00080 <==> C00570 + C00013	C39D10.3 | Y37E3.11	Glycerophospholipid metabolism
RC01468	r	RC01468	R01468	2.7.1.82	[c] : atp + etha --> adp + ethamp + h	C00002 + C00189 --> C00008 + C00346 + C00080	ckc-1 | (cka-1 | cka-2 | ckb-1 | ckb-2 | ckb-3)	Glycerophospholipid metabolism
RC01470	r	RC01470	R01470	3.1.4.46	[c] : g3pe + h2o --> etha + glyc3p + h	C01233 + C00001 --> C00189 + C00093 + C00080	T12B3.3 | T22G5.1 | ZC155.4	Glycerophospholipid metabolism
RC03416	r	RC03416	R03416;R03417	3.1.1.5	[c] : h2o + acg3pe --> Rtotal + g3pe + h	C00001 + C04438 --> C00162 + C01233 + C00080	ZK370.4 | C27A7.5 | ath-1	Glycerophospholipid metabolism
RC02053	r	RC02053	R02053	3.1.1.4	pe + h2o --> Rtotal2 + acg3pe + h	C00350 + C00001 --> CC0001 + C04438 + C00080	ipla-1 | ipla-2 | ipla-3 | ipla-4 | ipla-5 | ipla-6 | ipla-7 | C07E3.9 | Y69A2AL.2	Glycerophospholipid metabolism
RC04480	r	RC04480	R04480	2.3.1.23	Rtotal2coa + acg3pe <==> coa + pe	CC0002 + C04438 <==> C00010 + C00350	mboa-6 | (mboa-3 | mboa-4)	Glycerophospholipid metabolism
RC02051	r	RC02051	R02051	3.1.4.4	pe + h2o <==> etha + pa_pl + h	C00350 + C00001 <==> C00189 + C00416 + C00080	pld-1 | (F09G2.8 | T05C3.6 | Y51A2D.13)	Glycerophospholipid metabolism
RC01799	r	RC01799	R01799	2.7.7.41	[c] : ctp + h + pa_pl <==> cdpdag + ppi	C00063 + C00080 + C00416 <==> C00269 + C00013	cdgs-1	Glycerophospholipid metabolism
RC01802	r	RC01802	R01802	2.7.8.11	[c] : cdpdag + inost <==> cmp + h + pail	C00269 + C00137 <==> C00055 + C00080 + C01194	pisy-1	Inositol phosphate metabolism
RC01801	r	RC01801	R01801	2.7.8.5	[c] : cdpdag + glyc3p <==> cmp + h + pgp	C00269 + C00093 <==> C00055 + C00080 + C03892	pgs-1	Glycerophospholipid metabolism
